username,user_id,city,country,gender,year_of_birth,CSP,goals,level_of_education
Arhimeas,,Lyon,FR,m,1991,,Robotique,m
arhuman,,,,,,,,
Arhur-22,,,,,,,,
Ari_279,,,,,,,,
Ari--,2006382,,,,,,,
Aria16,11389316,,,,,,,
ariaci,2964986,,,,,,,
Ariagni,4528683,,,,,,,
Arial332,,,,,,,,
ARIALZATE,,,,,,,,
ariana_emily,1065540,,,,,,,
Ariane,134360,,,,,,,
ariane_dacunha,12164877,,,,,,,
Ariane_sch,,,,,,,,
Ariane0470,2555033,,,,,,,
ariane17000,,,,,,,,
Ariane2020,,,,,,,,
Ariane7,,,,,,,,
Ariane98,998016,,,,,,,
ArianeDelanoue,4620264,,,,,,,
ArianeFafa,,Lomé,TG,f,1994,,Approfondir mes connaissances  en général et surtout dans le domaine informatique afin de  parfaire ma carrière d'administrateur réseau.,b
arianefaure,,,,,,,,
arianeflao,4654011,,,,,,,
arianeJ,,,,,,,,
arianem94,11217522,,,,,,,
Arianeuh,,Toulouse,FR,o,1988,,Curiosité et envie d'apprendre plus. ,b
ariannadistadio,10659241,,,,,,,
Arias,19096,,,,,,,
ariasdol,,,,,,,,
ariaseb,,,,,,,,
aribemont,,None,,m,1988,,L'envie d'apprendre et la curiosité,m
Aribi,2308269,,,,,,,
aribionda,,,,,,,,
aribruno,,,,,,,,
AriCadis,,,,,,,,
aricher,,Albi,FR,f,1996,Etudiant,,
Arico,,Montreuil,FR,f,1964,,"tester un mooc, apprendre un langage informatique en suivant un cours",p
Aricv,19150568,,,,,,,
Ariel-Run,,LE TAMPON,RE,m,1957,,"Animateur de l'atelier des 2 infinis au lycée Roland Garros (Réunion)
utilisateur de COSMIX ( détecteur de muons)
stage CERN de 5 jours oct 2015
http://www.in2p3.fr/recherche/nouvelles_scientifiques/2015/Profs_Cern_2015.html",m
ariel1998,5325244,,,,,,,
ariel2346,3446630,,,,,,,
arielcaleb,2065520,,,,,,,
Arielis,,,,,,,,
Arielleadou,,,,,,,,
ariellemeyer,,,,,,,,
arielMooc,368139,,,,,,,
arielsosa,17505710,,,,,,,
arielT,,,,,,,,
Ariera,2890026,,,,,,,
arifa7med,3029823,,,,,,,
arifflart,5913223,,,,,,,
arifkhattak21,6540208,,,,,,,
arifsu11,10941463,,,,,,,
arigab,1839907,,,,,,,
arij,,,,,,,,
ArijTiliouine,,Guellala,TN,f,2002,,,el
Arikosibeha,3151693,,,,,,,
Ariman,5231509,,,,,,,
arimatique,,,,f,,Enseignant,,
Arimi,4465071,,,,,,,
arina2204,18227726,,,,,,,
arinea,,,,,,,,
Arinumes,8657499,,,,,,,
arinzo,17409196,,,,,,,
Ariozer,,,,,,,,
ARIPAULT,,,,,,,,
ARipoll,4354792,,,,,,,
AriR,6635645,,,,,,,
Aris93,5353837,,,,,,,
ariseabiola,1116633,,,,,,,
ArisKakstans,,None,,m,1986,,"De se cultiver, surtout en français et dans le domaine du droit.",m
arispe,,PARIS,FR,m,1988,"Cadre, sup",Continuer d'apprendre ,m
arispoli,5852534,,,,,,,
Arissu78,336741,,,,,,,
Arista1210,424355,,,,,,,
Aristarc,,JOUE LES TOURS,FR,m,1977,,Je souhaite découvrir des sujets que je n'ai pas pu aborder lors de mes études et que je ne peux voir désormais dans mon travail. Mais a mon rythme enfin si mon travail m'en laisse le temps,m
Aristefrederson,8195851,,,,,,,
Aristide,134903,,,,,,,
Aristide1991,,,,,,,,
Aristide89,,,,,,,,
aristidek5,9627021,,,,,,,
AristideMoro,,,,,,,,
aristideriou,2789022,,,,,,,
AristidesP,10084212,,,,,,,
aristidezemeke,10901518,,,,,,,
aristidris,,,,,,,,
Aristigoueta,1753402,,,,,,,
Aristimun,7052494,,,,,,,
Aristo,,,,,,,,
Aristobule,,,,,,,,
Ariston02,,,,,,,,
Aristote_Gessy,,,,,,,,
aristotle,,,,,,,,
Aristys,,,,,,,,
Ariteau,,,,,,,,
arivalagan13,100722,,,,,,,
arivarol,5175778,,,,,,,
arizona,,,,,,,,
arizona1973,,Francillon sur Roubion,FR,m,1973,,,m
ArjavAmur,3878873,,,,,,,
arjun88,3390405,,,,,,,
arjunGautam,2939321,,,,,,,
arjunkpr,410388,,,,,,,
ARK21,,,,,,,,
arkad,,,,,,,,
ArkadiuszWadrzyk,6076173,,,,,,,
ArkadyK,2698465,,,,,,,
arkadyryabinin,9210887,,,,,,,
arkajyoti,1278719,,,,,,,
arkana,,,,,,,,
Arkane,,,,,,,,
arkangela84,,,,,,,,
arkanje,,Paris,FR,m,1981,,,m
Arkanna,,,,,,,,
Arkantus,,Plaisir,FR,m,1989,,I need some advanced courses in microbiology,m
arkeb,,,,,,,,
Arkeniax,,,,,,,,
Arkevich,,,,,,,,
Arkh,,,,,,,,
arkhad,10246945,,,,,,,
ArkhaN,491724,,,,,,,
ArkoPi,,,,,,,,
Arkus_Marchemonde,16420481,,,,,,,
Arlelitta,,,,,,,,
Arlenececila_2016,10814146,,,,,,,
arleroux,,,,,,,,
arletinox,,,,,,,,
arletteacidue66,,,,,,,,
ArletteT,3586430,,,,,,,
arleycoto,20789163,,,,,,,
arlies,,,,,,,,
Arlina,6213121,,,,,,,
ArlineFlores,9818801,,,,,,,
arlojuma,,,,,,,,
arlor,,,,,,,,
ArlotC,4504707,,,,,,,
arlouce,,reims,FR,m,1967,,,hs
Arlus,,kinshasa,CD,m,1996,,,jhs
arm42,,,,,,,,
Armach,15537233,,,,,,,
ARMAdri,,,,,,,,
armag,,,,,,,,
Arman-Ali,5160048,,,,,,,
armand-diesel,4035042,,,,,,,
ARMAND-K,,,,,,,,
Armand-Loukou,,,,,,,,
Armand1971,,,,,,,,
ArmandDeniset,,,,,,,,
armandDK,8787513,,,,,,,
armandeflora9,,,,,,,,
ArmandeMaller,,,,,,,,
ArmandL,3208649,,,,,,,
armandlois,4908458,,,,,,,
ArmandM,,,,m,,"Cadre, sup",,
ArmandMarie,4631058,,,,,,,
ArmandoArana,7019834,,,,,,,
ArmandoFemat,6350989,,,,,,,
Armandopro,,Bafoussam,CM,m,1981,,,b
armandwayou,,,,,,,,
armanetau,5596139,,,,,,,
Armanie,5782027,,,,,,,
Armanio,,,,,,,,
armanosa,,,,,,,,
armarke,,,,,,,,
Armaserl,120235,,,,,,,
Armau,,,,,,,,
arme35,,,,,,,,
armedx,1825513,,,,,,,
Armel_KOUAM,4451553,,,,,,,
Armel_R,,Boisse-Penchot,FR,m,1976,,"Inscrit au mastère ""Mécatronique et Robotique"" du CNAM, je vois sur MOOC comme un outil suplémentaire à ma formation.",m
Armel100,,Ouagadougou,BF,m,1988,,,m
armel1896,,,,,,,,
Armel1975,,,,,,,,
Armel52,881580,,,,,,,
Armelitafr,6726353,,,,,,,
armelle_78,1750405,,,,,,,
Armelle_B,,None,,f,1975,,"apprendre de chez moi, quand je peux me dégager un peu de temps",m
Armelle13,,,,,,,,
Armelle85,,,,,,,,
Armelle89,855544,,,,,,,
ArmelleC,,,,,,,,
ArmelleDH,4111473,,,,,,,
ArmelleDLP,7169417,,,,,,,
ArmelleF,3388294,,,,,,,
armelleker,6341050,,,,,,,
ArmelleSO,,,,,,,,
ArmelleTessier,,,,,,,,
ArmelMelo,,,,,,,,
armelrik,,Ouagadougou,BF,m,1992,,J'aime apprendre.,m
armelS,,,,,,,,
armelseri7,,Abidjan,CI,m,1994,,j'aimerais apprendre plus sur votre site de formation. Merci ,hs
armelsidze,,Yaoundé,CM,m,1987,,,b
armelstive3000,,,,,,,,
armelsucces,,ABIDJAN,CI,m,1987,,Apprendre les nouvelles technologies pour mieux entreprendre ,m
ArmelYansunu,,,,,,,,
ArminHoeger,4410623,,,,,,,
ArminSehr,4256484,,,,,,,
Armiya,,,,,,,,
armjg,,,,,,,,
ArmMagic,5101744,,,,,,,
Armoise77,5996803,,,,,,,
armon33,4467942,,,,,,,
ARMOOC,2433253,,,,,,,
Armorix,2386904,,,,,,,
arn0f,3876609,,,,,,,
arn34d,7214602,,,,,,,
ARN38,,,,,,,,
Arn94,,labege,FR,m,1994,,Apprendre des sujets éloigné de ma formation.,hs
arnabpaul,1189895,,,,,,,
ArnalC,4923191,,,,,,,
arnalus,,,,,,,,
Arnaud_1972,6536614,,,,,,,
arnaud_arnaud_arnaud,19166962,,,,,,,
arnaud_aymard,4659897,,,,,,,
Arnaud_B,,,,,,,,
arnaud_bellaire,,,,,,,,
arnaud_bourgeois,,,,,,,,
Arnaud_Broyer,,,,,,,,
Arnaud_C,,,,,,,,
Arnaud_F,,,,,,,,
Arnaud_Forestier,15524216,,,,,,,
arnaud_glouzouic,7352381,,,,,,,
Arnaud_JACQUET,6614564,,,,,,,
arnaud_Kremer,632310,,,,,,,
Arnaud_KUATE,,,,,,,,
arnaud_lamande,88516,,,,,,,
arnaud_le_treme,,,,,,,,
Arnaud_MOLE,,,,,,,,
arnaud_morisset,,,,,,,,
arnaud_prugnieres,5659052,,,,,,,
arnaud_REBOUL,12307892,,,,,,,
Arnaud_S,,,,,,,,
Arnaud_Stark,9361221,,,,,,,
Arnaud_Trochu,186159,,,,,,,
Arnaud_V,783178,,,,,,,
Arnaud-C,,,,,,,,
Arnaud-Garone,5010670,,,,,,,
Arnaud-HOLEF,,,,,,,,
Arnaud-Lecoutey,,,,,,,,
Arnaud-LEHMANN,3382372,,,,,,,
ARNAUD-PERTHUIS,5431237,,,,,,,
arnaud-t,,,,,,,,
Arnaud-Villeneuve,20326579,,,,,,,
arnaud03,,,,,,,,
arnaud04,,Paris,FR,m,1976,,,p
Arnaud18,7026652,,,,,,,
Arnaud19,11980777,,,,,,,
arnaud222,,,,,,,,
Arnaud3,2089363,,,,,,,
arnaud31,,,,,,,,
Arnaud32,,,,,,,,
Arnaud380,17767905,,,,,,,
Arnaud45,,orléans,FR,m,1968,,L'apprentissage,hs
Arnaud51,,None,,m,1956,,Veille technologique et pédagogique,hs
Arnaud67,,,,,,,,
arnaud78,,,,,,,,
arnaud89,,,,,,,,
Arnaud9292,,Paris,FR,,None,,,
arnaud94120,6600866,,,,,,,
Arnaud99,,,,,,,,
Arnauda94,,Villeneuve le roi,FR,m,1973,,Très intéressé par decouvrir ce genre d'enseignement.,hs
ArnaudB,,,,,,,,
Arnaudbartois,,None,FR,m,1992,,Obtenir des connaissances dans des disciplines/domaines non enseignés dans mon cursus d'ingénieur en mécanique généraliste,m
arnaudbouillette,,troyes,FR,m,1977,,,p
ArnaudBr,474990,,,,,,,
ArnaudBvn,5176948,,,,,,,
arnaudcareb,,,,m,,Etudiant,,
ArnaudCAS,,SAINT DENIS,RE,m,1989,,formation ,hs
ArnaudChaulet,,,,,,,,
ArnaudChauvin,,,,,,,,
arnaudchavet,1244091,Faymonville,BE,m,1969,,"Coriosity, interest for many listed themes",b
Arnaudcissokho,,,,,,,,
arnaudcou,,None,FR,m,1992,,,m
arnauddarchu,4749801,,,,,,,
Arnauddeboisboissel,,,,,,,,
ArnaudDucanchez,,None,,m,1981,,Intéressé par le développement et la techno Arduïno pour la création d'un RCSF par exemple...,p
Arnaudettes,594195,,,,,,,
ArnaudF,,,,,,,,
ArnaudGaut,,,,,,,,
arnaudgb,,,,,,,,
arnaudgerard,,,,,,,,
arnaudgien,,CHAMALIERES,FR,m,1985,,,m
Arnaudgrand,9084493,,,,,,,
ARNAUDGUERIN_NELLARMONIA,,,,,,,,
arnaudguery,,,,,,,,
ArnaudGuibert,,,,,,,,
arnaudhbq,,None,,m,1963,,,m
arnaudhugues,10277844,,,,,,,
Arnaudhusson,,None,,m,1974,,,p
ArnaudKOUASSI,1885489,,,,,,,
ArnaudL,,None,,m,1987,,Accès à un nouveau domaine de savoirs sans reprendre une scolarité contraignante.,m
arnaudlegout,935073,,,,,,,
ArnaudLemaitre,119530,,,,,,,
ArnaudLM,,,,,,,,
ArnaudLouvet,,,,,,,,
arnaudmartin,2309587,,,,,,,
ArnaudMi,,,,,,,,
arnaudmompie,,,,,,,,
Arnaudmooc,,,,,,,,
Arnaudnaud,4634400,,,,,,,
arnaudnguyen,,,,,,,,
ArnaudP,,,,,,,,
ArnaudP21,,,,,,,,
ArnaudPaquis,,,,,,,,
arnaudparenty,3400483,,,,,,,
ArnaudPL,,,,,,,,
ArnaudPo,,,,,,,,
arnaudpons,,Marseille,FR,m,1971,,Se former en toute liberté de n'importe où en bénéficiant d'un enseignement de qualité dispensé par des professeurs et des professionnels reconnus,m
arnaudpot,,,,,,,,
ArnaudSalvucci,,Marseille,FR,m,1985,,,b
ARNAUDSAUVE177,,,,,,,,
arnaudselmen,,None,,m,1976,,,m
arnaudSqylab,,,,m,,"Cadre, sup",,
ArnaudStrina,357615,,,,,,,
ArnaudTAVARD,,,,,,,,
ArnaudTemplier,,,,,,,,
arnaudtess,6910118,,,,,,,
ArnaudVill,17271335,,,,,,,
arnaudvm,,aurillac,FR,m,1975,,Actuellement étudiant  en licence MIPI ce mooc tombe à  point pour illustrer mon cursus ,hs
ArnaudWAUTHIER,2398249,,,,,,,
ArnaudZ,,,,,,,,
arnauesteban,,,,,,,,
arnauks,,,,,,,,
Arnauld,886002,,,m,,"Cadre, sup",,
ArnauldN,5856260,,,,,,,
arnauldndt,4151088,,,,,,,
ArnaultB,,None,,m,1981,,,hs
ArnaultG,6702095,,,,,,,
Arnauud,,,,,,,,
arnben,4595958,,,,,,,
ArneRagnar,1756288,,,,,,,
Arnesak,,Deols,FR,m,1972,,,b
arnhui,,,,,,,,
Arni,3828821,,,,,,,
arnio12,4716732,,,,,,,
arnios,,gex,FR,,None,Ouvrier,,
arnmarec,,,,,,,,
Arno_59,1707325,,,,,,,
Arno_F,3030713,La ferté bernard,FR,m,1984,Employé,,hs
arno_ush,3050639,,,,,,,
Arno12,,AUZITS,FR,m,1986,,Curiosité,b
arno44,,,,,,,,
Arnobogaert,,,,,,,,
Arnoch,,,,,,,,
Arnodebois,,,,,,,,
Arnoel,2458061,,,,,,,
arnogb69,,,,,,,,
ArnoGbe,,,,,,,,
ArnoHeno11,451896,,,,,,,
arnold_rud,,,,,,,,
arnold01,,,,,,,,
Arnold1989,,,,,,,,
ArnoldFANDIO,4839295,,,,,,,
Arnoldino2007,,,,,,,,
arnoldlenkeu,16147602,,,,,,,
arnoldmarvelle,,DOUALA,CM,m,1995,,,b
ArnoldN,10335396,,,,,,,
ArnoldNamonye,10868903,,,,,,,
ArnoldNana,4788172,,,,,,,
arnomoh,,,,,,,,
arnonz,,None,,m,1974,,J'aime apprendre et me renseigner sur les évolutions actuelles,a
Arnot,514881,,,,,,,
arnoteruel,,,,,,,,
arnouxfab,,,,,,,,
Arnoxlv,,,,,,,,
Arnozzz,,Marsac,FR,m,1971,,Apprentissage tout au long de la vie et partage,hs
ArnPan,,,,,,,,
ArnulfoB,4362830,,,,,,,
arnum,2947385,Paris,FR,f,1971,,Curiosité et intérêt pour l'Iot,p
Arny14,,Lantheuil,FR,m,1974,,,p
Arobase,178641,,,,,,,
arobert,1177722,,,,,,,
aroberti,4927892,,,,,,,
arobic,520839,,,,,,,
AROBIN1512,,,,,,,,
arocha31,,Toulouse,FR,m,1986,,L'envie d'apprendre et découvrir ,jhs
Arochand,,,,,,,,
arodicq,,,,,,,,
AROE,5203369,,,,,,,
arofarn,768976,,,,,,,
aroland,4862383,,,,,,,
Arolling,,,,,,,,
arollino,2778858,paris,FR,,None,,,
aroma65,,,,,,,,
ARomito,,,,,,,,
aromlg01,,,,,,,,
arona504,,Pikine,SN,m,1992,,,hs
arondav,,,,,,,,
Arondineau,,,,,,,,
Arontall,,,,,,,,
arora_g,9578190,,,,,,,
aroranidhi8,11266979,,,,,,,
ARothenflue,5794165,,,,,,,
Aroua,,,,,,,,
Arouana,2690169,,,,,,,
aroubaz,,,,,,,,
arouberol,,,,,,,,
aroudiere,,,,,,,,
arougab59,,,,,,,,
arouillon,14213137,,,,,,,
aroukhi,,Toulouse,FR,m,1998,,,hs
aroul,,,,,,,,
aroullia,,,,,,,,
Aroumiab,6061597,,,,,,,
arounci,,,,,,,,
Aroundarmor,19801988,,,,,,,
aroune,,,,,,,,
arousau,5897726,,,,,,,
aroussc,,,,,,,,
aroussel11,3832917,,,,,,,
aroussimohamed1,,,,,,,,
aroy25,,,,,,,,
Arozo,,,,,,,,
Arpagaus,,,,,,,,
arpenteusepetitsbonheurs,5611910,,,,,,,
arpete,,,,,,,,
Arphistide,,,,,,,,
Arpie,9013398,,,,,,,
arpigiri,10919056,,,,,,,
arpit123456,4206336,,,,,,,
Arpitiitr,6858645,,,,,,,
ArpitNagra,9656501,,,,,,,
arpnko,,,,,,,,
ArPooja,4050722,,,,,,,
Arq_Jonatan,10926977,,,,,,,
arqpamede,10995815,,,,,,,
ARQUE,97765,,,,,,,
Arquen,,,,,,,,
array_0,9238286,,,,,,,
Arrazya,5403016,,,,,,,
Arretche,,Bayonne,FR,m,1976,Employé,"Dans le cadre de mon travail, chargé de mission dans une association ayant pour but de développer les usages du numériques, je me suis intéressé à l'open data et réalisé qu'on pouvait en tirer beaucoup d'enseignements. 

En traitant des fichiers bruts téléchargés sur les plateforme d'Open Data depuis excel et en les implémentant dans des outils Google, je suis déjà parvenir à faire parler ces données et les transformer en usages pour résoudre des problèmes.

Formé en sciences humaines, bon utilisateurs des outils numériques, je manque néanmoins de formation théorique pour avancer plus vite ou être plus efficace.

Après visualisation de la vidéo de présentation, ce MOOC me paraît tout à fait pertinent pour progresser.

",b
arriedewaal,16873530,,,,,,,
Arrighu2b,444777,,,,,,,
arros,,vincennes,FR,m,1985,Recherche emploi,développer des compétences pour trouver un emploi,b
Arrow02,,,,,,,,
arryyanuar,7121774,,,,,,,
arsaemula,3837262,,,,,,,
ArsalaanMughal7c90,11157132,,,,,,,
arsandra,,,,,,,,
ArsApodemica,,,,,,,,
arsdak,,,,,,,,
Arsdoo17,289461,,,,,,,
arsedine,2164324,,,,,,,
arsemanhice,11215299,,,,,,,
Arsene127,7007497,,,,,,,
Arsene35,,,,,,,,
Arsene63,522120,,,,,,,
arseneaki,,Lubumbashi,CD,m,1990,,,hs
arsenebrou,,,,,,,,
arseneevaa,,yaounde,CM,m,1994,,Accroitre mes connaissances en science physique,jhs
Arseney,,,,,,,,
ARSENEZO,8351538,,,,,,,
arsenickbe,,havinnes,BE,m,1974,,,hs
arseniojlr,4781983,,,,,,,
arset,,,,,,,,
arsgabi,,,,,,,,
Arshad_M_Ali,10788925,,,,,,,
Arshaw,15466979,,,,,,,
Arsi7,4502736,,,,,,,
ARSIASSIA,,,,,,,,
Arsim,,,,,,,,
arsonix,,el jadida,MA,m,1983,,,jhs
Arssalane,,,,,,,,
arstil,,,,,,,,
art-therapeute,5940205,,,,,,,
art10,,,,m,,Etudiant,,
art5904,1517846,,,,,,,
ART83,5445781,,,,,,,
art830,10280826,,,,,,,
art91z,,,,,,,,
Artabanc,1725109,,,,,,,
Artaut,3014786,,,,,,,
artax53950,1566024,,,,,,,
artbub,,,,,,,,
Artchig,,None,,f,1976,,"Je souhaite intéressée par les cours proposés et souhaite développer mes connaissances dans ces domaines, notamment en terme de management.",m
arte,2056924,,,,,,,
Arteas,11212018,,,,,,,
Artem2015,6329077,,,,,,,
artemia3,,,,,,,,
Artemin,,Versailles,FR,f,1953,,Envisager le partage des connaissances issues de l'expérience d'une senior… à travers un mooc,m
Artemis,,,,,,,,
ArtemisDiane,,,,,,,,
Artemisia2021,18644328,,,,,,,
Artemisia82,,,,,,,,
ArtemisiaG,5964904,,,,,,,
ArtemVeselov,11405730,,,,,,,
Artes,,Antananarivo,MG,m,1993,,,jhs
Artesanne,6888827,,,,,,,
artetclim,,,,,,,,
Arteven51,2517906,,,,,,,
artfabrique,,Reims,FR,f,1991,,,m
Artgeek,2908467,Rennes,FR,m,1991,,"J'attends surtout les MOOC 2 et 3, mais le premier pourrait me rappeler les bases :)",m
Arth512,,Compiègne,FR,m,1994,,"Je sis de nature très curieuse et même si j'étudie l'ingénierie biomécanique au sein d'une école et que mon parcours me satisfait, je trouve ça extrêmement bénéfique de pouvoir avoir des offres de formation d'autres établissements, sur des sujets autres que notre spécialité, et libres au niveau de l'inscription.",other
Arthal,5877929,,,,,,,
Arthalia,187530,,,,,,,
arthelius,,,,,,,,
Arthemas,8320624,,,,,,,
arthemusgordon,,LYON,FR,m,1979,,Ça a l'air FUN,p
ArtheniceO,2148616,,,,,,,
arthenis,5934340,,,,,,,
Artho,,,,,,,,
Arthom,,Paris,FR,m,1994,,,
arthousilva,10911071,,,,,,,
arthur_brz,10335666,,,,,,,
Arthur_cz,17261377,,,,,,,
Arthur_DUMAS,6839992,,,,,,,
Arthur_ED,5823215,,,,,,,
Arthur_Joliveau,18641276,,,,,,,
Arthur_M,5852519,,,,,,,
arthur_mercer,19558575,,,,,,,
Arthur_Pdt,,Le Rouret,FR,m,2001,,,el
arthur_S,,,,,,,,
ARTHUR-MAX,,,,,,,,
arthur06130,,grasse,FR,o,2001,,,el
arthur142,2593409,,,,,,,
Arthur1731,,,,,,,,
arthur2000,6731114,,,,,,,
Arthur33,247107,,,,,,,
Arthur62l,19666912,,,,,,,
Arthur666,1941967,,,,,,,
Arthur87000,,,,,,,,
Arthur99,4027407,,,,,,,
ArthurAltounian1,,,,,,,,
Arthurarnaud,,Grenoble ,FR,m,1990,,,p
ArthurBaude,5495819,,,,,,,
arthurblabla,6850711,,,,,,,
arthurbrou,,None,,m,1976,,meilleur connaissance ,a
arthurck,,,,,,,,
arthurcr,1749973,,,,,,,
ArthurD,1189941,,,,,,,
ArthurDugautier,,,,,,,,
Arthurglt,,Noisy le grand,FR,m,1999,,"Je suis élève en première scientifique, option science de l'ingénieur.
Je prend ce mooc comme complément de mes cours. Cela me permettra d'approfondir mes connaissances pour les réinjecter dans mes futurs projets.",el
Arthurgs,,Rio de Janeiro,BR,m,1993,,,hs
ArthurH,,,,,,,,
arthurhi,,grenoble,FR,,None,,,
Arthurien,,Yaoundé,CM,m,1998,,J aime les sciences,jhs
Arthurin,,,,,,,,
Arthurinho,,,,,,,,
arthurkondo,,,,,,,,
Arthurkorn,1598785,,,,,,,
ArthurLeroi,,,,,,,,
ArthurLLYR,,,,,,,,
arthurlutz,2402484,,,,,,,
Arthurmeka,3553968,,,,,,,
ArthurMicha,,Montpellier,FR,,None,,,m
ArthurMilchior,,,,,,,,
Arthuro-H,,,,,,,,
Arthurple,,,,,,,,
arthursarti,,,,,,,,
arthursevi,1647837,,,,,,,
arthurtrichelieu,,None,,m,1986,,Je suis actuellement Designer et souhaite pousser mes raisonnements et réflexions sur les modes de vies modernes ou passés.,m
arthurus69,4492692,,,,,,,
Arthurwannahavefun,,Aix-en-Provence,FR,m,1998,,J'aime l'idée du mooc et j'adore apprendre. Cette plateforme est très intéressante,jhs
ArthurYu89,10855790,,,,,,,
Arthycho,,,,,,,,
Arti76,8887733,,,,,,,
artibiocom,3415906,,,,,,,
Artifice,5373409,,,,,,,
ArtificialIntel1,,,,,,,,
artigel,6744244,,,,,,,
Artilau,,,,,,,,
ArtilleroSantillan,11075119,,,,,,,
Artimo,,,,,,,,
ArTiss,,,,,,,,
Artiste12,,,,,,,,
Artistemaroc,12006962,,,,,,,
Artistikfred,7135142,,,,,,,
ArtLabo,,Carrières-sous-Poissy,FR,f,None,,,
Artma,,Chazay,FR,f,1982,,"Envie de découvrir les Mooc ; soif d'apprendre dans tout type de domaine (économie, écologie, nouvelles technologies en très autres) ...",m
Artmateur,3068348,,,,,,,
ArtnoCare,4832974,Blois,FR,m,1965,,Continuer à apprendre et développer mes connaissances dans tous les domaines,m
ArtNowOld,,SQY,FR,m,1962,,,hs
artozoulj,,,,,,,,
artpourtous,,,,,,,,
artroman,,,,,,,,
artsplastweet,,,,,,,,
artthurh,1729111,PARIS,FR,m,1987,,,m
Artur,,Strasbourg,FR,m,1984,,,p
ArturLOL,,,,,,,,
ArturMov,8900879,,,,,,,
ArturoHernandezGodos,10825094,,,,,,,
ArturoPereira,,,,,,,,
arturorojastapia,8683968,,,,,,,
artusl,,,,,,,,
artusx,,,,,,,,
artwhozz,,Paris,FR,f,1980,,Connaître les usages du numérique et les addictions.,m
Aru310,3546996,,,,,,,
Arubinu,,,,,,,,
aruelloux,5091314,,,,,,,
aruer,,,,,,,,
aruf00,,marseille,FR,f,1988,,Je suis intéressée par le sujet proposé par ce mooc. je souhaite approfondir en suivant le cours en parallèle de mon travail. ,m
ARUGARD,,,,,,,,
aRuizhom,,,,m,,Recherche emploi,,
arulgobi,16037416,,,,,,,
Arun_rajp,7182041,,,,,,,
Arunabha42,4442089,,,,,,,
ArunaJayaram,11361930,,,,,,,
arunans23,9103238,,,,,,,
Arunava,10789047,,,,,,,
Arunava_7,10749038,,,,,,,
ArunBV,4019015,,,,,,,
arundel,2314453,,,,,,,
arunnagar76,11905111,,,,,,,
arunnathks,6502831,,,,,,,
ArunPT,3486147,,,,,,,
arunsebatty,10735335,,,,,,,
arurisan,5574060,,,,,,,
AruulMozhiVarmanS,9353247,,,,,,,
arvalentin,,,,,,,,
Arvalisiosa,,,,,,,,
ARVINDDEXTER1993,1313890,,,,,,,
ArvindPande,4533106,,,,,,,
ArviXu,12329047,,,,,,,
arvy81,,,,,,,,
ArwaB,,,,,,,,
ARWAh,,,,,,,,
Arwen1609,,,,,,,,
Arwen31,11394014,,,,,,,
Arwenays,,,,,,,,
arwineka19,19735603,,,,,,,
arx,,None,FR,m,1982,,,m
arxel,,douala,CM,m,1996,Etudiant,,jhs
ary_eng81,10374292,,,,,,,
aryaanm,9716271,,,,,,,
Aryalechu,10992875,,,,,,,
AryamikSharma,6652434,,,,,,,
AryanSrivastava096,9820138,,,,,,,
Aryato,482601,,,,,,,
Aryeh,,,,,,,,
aryej,11980464,,,,,,,
AryMila,,,,,,,,
arynbekaidana,9832233,,,,,,,
aryromaric,,,,,,,,
arzel_p,,Rennes,FR,m,1996,Etudiant,,hs
arzelig,,,,,,,,
Arzhmoren,15537155,,,,,,,
arzo,,,,,,,,
ArzX,,,,,,,,
as_geol,1747516,,,,,,,
as-dln,,,,,,,,
as3ad,,,,,,,,
as4,,berrechid,MA,m,1991,,je m’inscrit afin d'obtenir des certification et bien sur apprendre  ,m
AS91,18084891,,,,,,,
Asaad_k,,,,,,,,
Asaadi,1632822,,,,,,,
Asab,5422708,,,,,,,
asabbar,,,,,,,,
ASAbbassi,6106693,,,,,,,
asabena7,10880409,,,,,,,
ASad1,,,,,,,,
Asadias,,GAGNY,FR,m,1987,,"Développer et acquérir de nouvelles connaissances, étendre mes domaines de compétences. Atteindre de nouveaux diplômes, et être plus à même de faire face à mes responsabilités.",hs
asadn82,4261570,,,,,,,
asadqi,,,,,,,,
asaevies,6501848,,,,,,,
AsahelHC,2018903,,,,,,,
asailly,,,,,,,,
asaintespes,,,,,,,,
asalazar,1262409,,,,,,,
asale,,,,,,,,
Asalmi,5748427,,,,,,,
ASampaio,,,,,,,,
asampic,,Paris,FR,,None,,,
asan56,,,,,,,,
asanaullahg,410671,,,,,,,
asanche5,,,,,,,,
asanchez1022,21115446,,,,,,,
asandoz,,VIRY-CHATILLON,FR,f,1984,,"Je suis un cursus au CNAM et certaines de ces vidéos vont m'être utiles dans mon cursus. Par ailleurs, j'aime apprendre et me tenir informée sur les concepts scientifiques en particulier.",m
Asane78,,,,,,,,
asanesteban,4270863,,,,,,,
Asang,,,,,,,,
asanis,,,,,,,,
asaout,,Le Havre,FR,m,1991,,,b
asap7508,,,,,,,,
Asarrion88,439749,,,,,,,
asarrut,7080702,,,,,,,
asashank1,10847857,,,,,,,
asasieurin,11966199,,,,,,,
asataur,17524006,,,,,,,
asavary,452391,,,,,,,
AsavelaSicina,11308307,,,,,,,
asaya,983103,,,,,,,
Asaye2,5732386,,,,,,,
asb23,,,,,,,,
Asbath,2618220,,,,,,,
